,url,description,neighborhood,price,bedrooms
1517,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-hayes/7074423500.html,"Furnished, Bright Hayes Valley Studio w/ Gym, walk to Tech HQs",san francisco,3990.0,1.0
1518,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2br-pacific-heights/7085195633.html,2BR  Pacific Heights,san francisco,3300.0,2.0
1519,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-spacious-apartment-near/7080258812.html,Spacious apartment near downtown,santa rosa,1475.0,1.0
1520,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-south-beach/7075239689.html,"Furnished, Rad South Beach Studio w/ 3 Pools, Spa, facing the water",soma/south beach,3590.0,1.0
1521,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-stylish-soma/7073952465.html,"Furnished, Stylish SoMa Studio w/ Gym, Roofdeck, walk to Tech HQs",soma/south beach,3690.0,1.0
1522,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunlit-soma/7078973996.html,"Furnished, Sunlit SoMA studio w/ Gym, Roofdeck, tons of light",soma/south beach,3690.0,1.0
1523,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-chic-south/7073938963.html,"Furnished, Chic South Beach Studio w/ 3 Pools, Spa, by the water",soma/south beach,3390.0,1.0
1524,https://sfbay.craigslist.org/eby/apa/d/vacaville-feel-at-home-here-at-camden/7085195370.html,🏠 Feel At HOME Here at Camden Parc! 🏠,fairfield/vacaville,1975.0,2.0
1526,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-premium-south/7074432957.html,"Furnished, Premium South Beach Studio w/ pools, spa near SF Bay",soma/south beach,3390.0,1.0
1527,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-soma-1br/7073957812.html,"Furnished, Rad SoMa 1BR w/ Gym + Doorman, walk to Uber, Twitter, Dolby",soma/south beach,3990.0,1.0
1528,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished/7085195159.html,FULLY FURNISHED CONDOMINIUM AT THE POTRERO - TOP FLOOR UNIT WITH CITY,san francisco,4500.0,1.0
1529,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-building-is/7082129067.html,"Furnished 1BR, building is on the National Register of Historic Places",san francisco,3890.0,1.0
1530,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hip-hayes/7081362720.html,"Furnished, Hip Hayes Valley Studio w/Gym, near Muni",san francisco,4090.0,1.0
1533,https://sfbay.craigslist.org/eby/apa/d/vacaville-specials-limited-vacants/7085194836.html,✅ SPECIALS w/LIMITED VACANTS! Hurry In TODAY!,fairfield/vacaville,1975.0,2.0
1534,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-well-appointed/7076911321.html,"Furnished, Well-appointed SoMa 2BR w/ W/D, Gym + Roofdeck",soma/south beach,5690.0,2.0
1537,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunny-1br-nob/7075202980.html,"Furnished, Sunny 1BR Nob Hill Grace Cathedral views, w/ Gym",san francisco,3990.0,1.0
1538,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-telegraph-hill/7076839563.html,"Furnished, Telegraph Hill 1BR, Gym, near Coit Tower & Pier 39",san francisco,3990.0,1.0
1539,https://sfbay.craigslist.org/eby/apa/d/vacaville-amazing-amenities-here-at/7085194421.html,♦️ Amazing Amenities Here at Camden Parc! SPECIALS LIMITED ♦️,fairfield/vacaville,2000.0,2.0
1540,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-charming/7077656717.html,"Fully Furnished, Charming + Sunny 1BR SoMa, w/ Gym, near BART",soma/south beach,3990.0,1.0
1541,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-stylish-2br-nob/7082142114.html,"Furnished, Stylish 2BR Nob Hill w/ W/D, lounge, near Union Sq",san francisco,4990.0,2.0
1546,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-nob-hill/7078879957.html,"Furnished, Cozy Nob Hill 1BR, W/D, 7 min walk to Trader Joe's",san francisco,3590.0,1.0
1548,https://sfbay.craigslist.org/eby/apa/d/oakland-open-today-easy-to-see-above/7085193612.html,OPEN TODAY EASY TO SEE above Hwy 580,oakland/grand,2395.0,2.0
1552,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-renovated-apartment/7085177095.html,Newly Renovated Apartment w/ Shared Yard & Laundry **Video Tour**,san francisco,3995.0,1.0
1553,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-2br-soma/7078960186.html,"Fully Furnished 2BR, SoMa, Gym, Doorman, walk to Civic Center",soma/south beach,4590.0,2.0
1554,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-spacious-rincon/7082598328.html,"Furnished, Spacious Rincon Hill 1BR w/ Gym, right by Twilio",san francisco,4990.0,1.0
1556,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-roomy-hayes/7069536265.html,"Furnished, Roomy Hayes Valley 2BR, w/Gym, near Muni lightrail",san francisco,5990.0,2.0
1558,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-south-beach/7081413518.html,"Furnished 1BR South Beach, w/ Balcony + Spa, next to SF Bay",soma/south beach,4190.0,1.0
1559,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-soma-gym/7074443762.html,"Furnished, 1BR, SoMa, w/ Gym, Doorman, walk to BART",soma/south beach,3590.0,1.0
1562,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-polk/7073794237.html,"Furnished, Homey Polk Goulch 2BR, W/D, walk to Lafayette Park",san francisco,5390.0,2.0
1563,https://sfbay.craigslist.org/eby/apa/d/pittsburg-air-conditioning-electric/7079232479.html,"Air Conditioning, Electric Range, Ceiling Fans",pittsburg/antioch,1975.0,2.0
1564,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7082659062.html,"Furnished, Modern 1BR Telegraph HIll, w/Gym, near Coit Tower",san francisco,3990.0,1.0
1565,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-south-park/7078960692.html,"Furnished, Cozy South Park Studio, near Caltrain & South Park",san francisco,3790.0,1.0
1567,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-noe/7082635166.html,"Furnished, Homey Noe Valley 1BR, W/D, near Muni lightrail",san francisco,3990.0,1.0
1568,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-dreamy-1br/7075187632.html,"Furnished, Dreamy 1BR South Beach, w/ Pool, next to SF Bay",san francisco,4390.0,1.0
1570,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7081366621.html,"Furnished, Modern 1BR Mission Bay, w/ Gym, close to Caltrain",soma/south beach,4690.0,1.0
1571,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sleek-1br-soma/7077654956.html,"Furnished Sleek 1BR SoMa, w/ Gym, A/C, roof deck + game room",soma/south beach,4690.0,1.0
1577,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-soma-1br/7073958826.html,"Fully Furnished, SoMa 1BR w/ Gym + Doorman, near Civic Center",soma/south beach,3590.0,1.0
1578,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-gorgeous-lower/7069430922.html,"Furnished, Gorgeous Lower Nob Hill 1BR w/ Courtyard + Roofdeck",san francisco,3790.0,1.0
1579,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-1-bath/7085189639.html,2 bedroom 1 bath,san jose,2800.0,2.0
1580,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-lower/7076832108.html,"Furnished, Bright Lower Nob Hill 1BR w/Roofdeck, near Union Sq",san francisco,3790.0,1.0
1582,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-furnished-sleek/7075212114.html,"Fully Furnished, Sleek Dogpatch 2BR w/ Gym at 23rd St Muni Stop",san francisco,5190.0,2.0
1583,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-nob-hill/7075147889.html,"Furnished, Airy Nob Hill 1BR w/ Sauna + Gym, near Union Sq",san francisco,4590.0,1.0
1584,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hip-nob-hill/7078836394.html,"Furnished, Hip Nob Hill 1BR w/ Balcony + Views, near Union Sq",san francisco,4590.0,1.0
1588,https://sfbay.craigslist.org/sby/apa/d/santa-clara-3bd-2ba-upgraded-home-in/7085189005.html,3BD/2BA - Upgraded Home in Desirable Location - Available 5/14!,santa clara,3700.0,3.0
1591,https://sfbay.craigslist.org/sby/apa/d/santa-clara-wonderful-1-bedroom-1-bath/7076744758.html,wonderful 1-bedroom 1-bath Condo,sunnyvale,2000.0,1.0
1594,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-best-location-fully/7070165710.html,"=====Best Location, Fully Renovated Nob Hill Studio=====",san francisco,1699.0,1.0
1597,https://sfbay.craigslist.org/sby/apa/d/san-jose-single-family-home-2beds/7082295799.html,Single family home 2beds 2baths available for move in,san jose,2700.0,2.0
1599,https://sfbay.craigslist.org/eby/apa/d/tracy-5-bed-4-bath-3251-sqft-single/7085185712.html,"5 bed, 4 bath, 3,251 sqft Single-Family Home for $3,400 in Tracy.",dublin/pleasanton/livermore,3400.0,5.0
1604,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-luxury-flat-fabulous/7072845854.html,SoMa | Luxury Flat w/ Fabulous Terrace | SoMa,soma/south beach,5200.0,2.0
1608,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-industrial-chic/7073482958.html,SoMa | Industrial Chic Townhouse | Design District | Mission Bay,soma/south beach,4997.0,2.0
1609,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-bright-2-bed-1/7077976878.html,Lovely Bright 2 Bed/ 1 Bath Upper Unit with New Appliances,san francisco,3700.0,2.0
1612,https://sfbay.craigslist.org/sby/apa/d/san-jose-2bd-2ba-apartment-with-two/7074980930.html,2bd 2ba apartment with two parking spaces,san jose,2300.0,2.0
1613,https://sfbay.craigslist.org/sby/apa/d/los-gatos-very-nice-2-bedroom-home-walk/7085163649.html,"Very nice 2 bedroom home, walk to many stores, very central. Beautiful Remodel. ",santa clara,3200.0,2.0
1617,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-jr-one-available-now/7085178340.html,JR ONE Available NOW - Hardwood Floors - BRIGHT with VIEW,san francisco,2450.0,1.0
1619,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-home-tuesday/7083403544.html,►OPEN HOME TUESDAY ► REMODELED FLAT!,san francisco,3299.0,1.0
1620,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-modern-luxury-in-the/7073301127.html,SoMa | Modern Luxury in the Heart of the City | San Francisco,soma/south beach,5250.0,2.0
1622,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-2-bed-unfurn/7085177466.html,Remodeled 2+ Bed Unfurn House w/ Views & 3 Car Parking **Video Tour**,san francisco,5995.0,2.0
1625,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-mariposa-luxury/7081731970.html,THE MARIPOSA | LUXURY FURNISHED APARTMENTS | MISSION BAY,san francisco,6400.0,2.0
1630,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-modern-luxury/7074602823.html,SoMa | Modern Luxury Amenities | SoMa,soma/south beach,5250.0,2.0
1631,https://sfbay.craigslist.org/sby/apa/d/san-jose-stunning-studio-apt-in-san/7069789856.html,"Stunning Studio apt in San Jose, Near SJSU, Restored 1930s details",san jose,2199.0,1.0
1633,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lower-pacific-heights/7085174357.html,"Lower Pacific Heights Studio w/pkg, private patio ~ J.Wavro",san francisco,2645.0,1.0
1635,https://sfbay.craigslist.org/sby/apa/d/los-altos-2-bedroom-apt-pets-welcome/7069682542.html,"2 bedroom apt, Pets welcome, Modern kitchen, Enjoy BBQ + Picnic area",mountain view,3295.0,2.0
1645,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-sqft-3-bed-25-bath-water/7085173666.html,"$2700 - 1,500 sqft 3 bed 2.5 bath - Water Included",santa rosa,2700.0,3.0
1646,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-furnished-private-entrance/7078808086.html,Furnished- Private entrance/kitchenette guestsuite- BY Baker,santa rosa,900.0,1.0
1651,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-adorable-house/7081562837.html,Adorable House,san francisco,5000.0,2.0
1653,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-newly-remodeled-1-bedroom-1/7080945692.html,Newly remodeled 1 bedroom 1 bath apartment,santa rosa,1600.0,1.0
1654,https://sfbay.craigslist.org/eby/apa/d/fremont-nice-remodeled-single-home-with/7083916992.html,Nice remodeled single home with 4 bedroom/2 bathroom at Fremont,fremont/union city/newark,3500.0,4.0
1655,https://sfbay.craigslist.org/eby/apa/d/dublin-marble-bathroom-countertops/7080554660.html,"Marble Bathroom Countertops, Assigned, Underground Parking, BBQ Grills",dublin/pleasanton/livermore,2190.0,1.0
1662,https://sfbay.craigslist.org/sby/apa/d/mountain-view-448-mariposa-ave-4-open/7085165415.html,"448 Mariposa Ave, #4 - Open House Sunday 10am to 11am",mountain view,2495.0,1.0
1673,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sunedwardian-flat/7083900171.html,OPEN SUN.EDWARDIAN FLAT PanoVUsGourmetKitchenMarbleBathW/D,san francisco,4450.0,2.0
1674,https://sfbay.craigslist.org/sby/apa/d/san-jose-bright-kitchen-new-light/7083535762.html,"Bright kitchen, NEW light fixtures, Rose Garden San Jose 1BR 1BA apt",san jose,1850.0,1.0
1675,https://sfbay.craigslist.org/eby/apa/d/pleasanton-cottage-style-duplex-house/7068741901.html,Cottage style duplex house close to downtown Pleasanton,dublin/pleasanton/livermore,2950.0,3.0
1676,https://sfbay.craigslist.org/eby/apa/d/fairfields-best-value-friendliest/7077388308.html,Fairfield's best value + friendliest,fairfield/vacaville,1600.0,2.0
1683,https://sfbay.craigslist.org/sby/apa/d/mountain-view-perfect-place-to-call/7070915644.html,"Perfect Place to Call Home..New Appliances Granite, Tile Bathroom",sunnyvale,2495.0,2.0
1685,https://sfbay.craigslist.org/pen/apa/d/mountain-view-perfect-place-to-call/7075716348.html,"Perfect Place to Call Home..New Appliances  Granite, Tile Bathroom",mountain view,2795.0,2.0
1687,https://sfbay.craigslist.org/sby/apa/d/mountain-view-stop-wasting-time-look/7072740802.html,Stop Wasting Time !!!!! LOOK HERE !!!!!!!,sunnyvale,2495.0,2.0
1693,https://sfbay.craigslist.org/eby/apa/d/fremont-beautiful-fremont-mission-san/7085160364.html,Beautiful Fremont Mission San Jose School Single Family Home for Rent,fremont/union city/newark,3850.0,4.0
1699,https://sfbay.craigslist.org/sby/apa/d/campbell-2-br-1ba-2-upstairs-units/7085157497.html,"2 BR, 1BA - 2 upstairs units available",san jose,2775.0,2.0
1702,https://sfbay.craigslist.org/sby/apa/d/campbell-2-br-1ba-2-upstairs-units/7085157136.html,"2 BR, 1BA - 2 upstairs units available",san jose,2500.0,2.0
1703,https://sfbay.craigslist.org/eby/apa/d/pittsburg-perfectly-located-townhome/7085157067.html,Perfectly Located Townhome Across st from BART.,fremont/union city/newark,2595.0,2.0
1708,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stanley-saitowitz-huge/7085152086.html,Stanley Saitowitz Huge Artist Loft. Parking is included. ~ J.Wavro,soma/south beach,5999.0,1.0
1711,https://sfbay.craigslist.org/sby/apa/d/promo-furnished-house-all-inclusive/7081219132.html,$$$$$ Promo. Furnished house all inclusive. FIRE VICTIM FMLY? STAYFREE,san jose,3999.0,4.0
1714,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-57-cayuga-ave-san/7085119833.html,"57 Cayuga Ave, San Francisco, CA 94112",san francisco,2525.0,2.0
1715,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-awesome-views-spacious-3/7085143255.html,Awesome views / Spacious 3 Bedroom 3 Bathroom / San Francisco,san francisco,6000.0,3.0
1717,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spectacular-soma-live/7085148611.html,Spectacular Soma live-work loft in a great location!  ~ J.Wavro,soma/south beach,3495.0,1.0
1718,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-luxurious-1-bd-15/7085147616.html,Modern Luxurious 1 BD/ 1.5 BA Condominium at Boutique 72 Townsend!,soma/south beach,3000.0,1.0
1722,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-tree-lined-2br-deck-with/7077641758.html,Tree-lined 2BR w/deck with skyline views & minutes away from Downtown!,san francisco,4000.0,2.0
1726,https://sfbay.craigslist.org/sby/apa/d/santa-clara-wood-style-flooring-lots-of/7075426168.html,"Wood-style flooring, Lots of storage, Bright + Spacious, 2BR 1BA apt",santa clara,2750.0,2.0
1732,https://sfbay.craigslist.org/eby/apa/d/dublin-new-reduced-price-apply-online/7083741815.html,NEW REDUCED PRICE!! APPLY ONLINE TODAY!! OR CALL FOR MORE INFO!!,dublin/pleasanton/livermore,2240.0,1.0
1733,https://sfbay.craigslist.org/sby/apa/d/san-jose-3-bed-3-bath-home-available/7077382995.html,3 bed/3 bath home available for immediate move-in,san jose,3550.0,3.0
1740,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-furnished-home/7085137941.html,BEAUTIFUL FURNISHED HOME FOR RENT~ SHORT/LONG TERM OK~ available 3/2,santa clara,4250.0,2.0
1741,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quaint-sunny-one-bedroom/7072529650.html,Quaint Sunny One Bedroom Available corner of Polk Jackson Streets.,san francisco,2895.0,1.0
1745,https://sfbay.craigslist.org/pen/apa/d/mountain-view-1-bath-bright-unit-7/7085132566.html,"1 bath, Bright unit 7 blocks to Downtown Castro Street",mountain view,2300.0,1.0
1749,https://sfbay.craigslist.org/eby/apa/d/pleasanton-your-next-home-is-just-call/7085128995.html,Your Next Home Is Just A Call Away!,dublin/pleasanton/livermore,1400.0,3.0
1755,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-apartment-1bed/7085106908.html,"Furnished Apartment 1bed -W-  Gym & Pool , 24x7 Concierge",san francisco,2000.0,1.0
1756,https://sfbay.craigslist.org/sby/apa/d/san-jose-3-bed-room-2-bath-sigle-family/7085127571.html,3 bed room 2 bath sigle family house at white & story,san jose,2980.0,3.0
1763,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-2-br-1-ba-near-coddingtown/7083353222.html,2 BR / 1 BA Near Coddingtown,santa rosa,2200.0,2.0
1768,https://sfbay.craigslist.org/sby/apa/d/los-altos-we-love-pets-mountain-view/7083635848.html,"We love pets! Mountain View 2BR 2BA apt, Modern kitchen, Bright rooms",mountain view,3295.0,2.0
1769,https://sfbay.craigslist.org/eby/apa/d/union-city-outdoor-spa-refrigerator/7072921155.html,"Outdoor Spa, Refrigerator, Wood Style Flooring",fremont/union city/newark,2345.0,2.0
1771,https://sfbay.craigslist.org/sby/apa/d/san-jose-light-bright-bay-window/7074752690.html,"Light + bright! Bay window, Downtown San Jose, 1BR 1BA apt, A must see",san jose,2295.0,1.0
1772,https://sfbay.craigslist.org/eby/apa/d/pittsburg-come-in-today-and-see-how-you/7079635665.html,"Come in today and see how you can get up to $1,000 on us!",pittsburg/antioch,1975.0,2.0
1774,https://sfbay.craigslist.org/eby/apa/d/dublin-marble-bathroom-countertops/7080557187.html,"Marble Bathroom Countertops, Floor to Ceiling Windows, BBQ Grills",dublin/pleasanton/livermore,2250.0,1.0
1775,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-penthouse-loft/7083597124.html,Penthouse loft,san francisco,2500.0,1.0
1776,https://sfbay.craigslist.org/sby/apa/d/emeryville-townhouse-in-city-limits/7080583764.html,Townhouse in City Limits,santa clara,3100.0,2.0
1779,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-location-best-inexpensive/7082103534.html,Location! Best Inexpensive 'home You Can Get N_o_w.,san francisco,590.0,3.0
1781,https://sfbay.craigslist.org/sby/apa/d/san-jose-centered-on-capitol/7080581902.html,CENTERED ON CAPITOL,santa clara,3100.0,2.0
1782,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-classical-1920s-large-top/7069618401.html,Classical 1920's Large Top Floor 1 Bedroom Apt 302 (Includes Parking),san francisco,3595.0,1.0
1783,https://sfbay.craigslist.org/sby/apa/d/san-jose-franciscan-gardens/7077333872.html,Franciscan Gardens,santa clara,2400.0,1.0
1786,https://sfbay.craigslist.org/sby/apa/d/san-jose-new-light-fixtures-paint/7082305377.html,"NEW light fixtures, paint, & blinds! 1BR apt, Fully-equipped kitchen",san jose,1850.0,1.0
1788,https://sfbay.craigslist.org/eby/apa/d/berkeley-three-blocks-to-whole-foods/7079466230.html,Three blocks to Whole Foods. A short distance to CAL & BART,berkeley,1800.0,1.0
1793,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-1br-1br-in-unit/7082598487.html,"Remodeled 1BR/1BR, In-Unit laundry, Pets OK & VERY Quiet Pet-friendly",san francisco,2200.0,1.0
1797,https://sfbay.craigslist.org/sby/apa/d/santa-clara-clean-and-bright-1-bedroom/7082563394.html,"Clean and bright 1 bedroom, 1 bathroom, 950 square foot condo",santa clara,1700.0,1.0
1799,https://sfbay.craigslist.org/sby/apa/d/san-jose-location-location-location/7076921319.html,"Location, Location, Location. A short distance to San Jose Airport",san jose,1600.0,1.0
1801,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-loft-style-one/7082602624.html,SPACIOUS LOFT STYLE ONE BEDROOM IN SOMA,san francisco,2900.0,1.0
1806,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-1-ba/7080947280.html,"2 bedroom, 1 ba",san francisco,2400.0,2.0
1807,https://sfbay.craigslist.org/sfc/apa/d/oakland-2-bedrooms-1-ba/7080952636.html,"2 bedrooms, 1 ba",san francisco,2800.0,2.0
1815,https://sfbay.craigslist.org/sby/apa/d/santa-clara-bright-3rd-floor-2br-apt/7072831565.html,"Bright 3rd floor 2BR apt, Central heat + A/C, Modern kitchen, Must see",santa clara,2750.0,2.0
1816,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-easy-access/7081396762.html,Easy Access....,san francisco,2600.0,1.0
1817,https://sfbay.craigslist.org/eby/apa/d/dublin-granite-countertops-neighborhood/7083743954.html,"Granite Countertops, Neighborhood Park and Play Area, Wi-Fi Lounge",dublin/pleasanton/livermore,2300.0,1.0
1822,https://sfbay.craigslist.org/eby/apa/d/union-city-clubhouse-private-patios/7080921199.html,"Clubhouse, Private Patios & Balconies, BBQ Grill Station",fremont/union city/newark,1995.0,1.0
1824,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-well-fully-funished-1bed/7085099561.html,Well Fully Funished 1Bed Condo,san francisco,2000.0,1.0
1825,https://sfbay.craigslist.org/sby/apa/d/san-jose-bright-deluxe-kitchen-open/7079892301.html,"Bright Deluxe Kitchen, Open living space, Huge bay windows, 1BR apt",san jose,2799.0,1.0
1827,https://sfbay.craigslist.org/eby/apa/d/vacaville-1-bd-washer-dryer-situated-in/7083765002.html,"1 BD, Washer/Dryer, Situated in Vacaville!",fairfield/vacaville,2001.0,1.0
1828,https://sfbay.craigslist.org/eby/apa/d/fremont-1-bedroom-bathroom-living-room/7080738232.html,1 bedroom / bathroom / living room / kitchen unit,fremont/union city/newark,2000.0,1.0
1830,https://sfbay.craigslist.org/sby/apa/d/san-jose-remodeled-new-kitchen/7079766138.html,"REMODELED, NEW kitchen, Convenient location! Rose Garden 1BR 1BA apt",san jose,1850.0,1.0
1833,https://sfbay.craigslist.org/sby/apa/d/san-mateo-1br-1ba-available-by-2-21/7079114287.html,1BR/1BA. Available by 2/21. Newly remodeled with move in special!,mountain view,2795.0,1.0
1836,https://sfbay.craigslist.org/sby/apa/d/los-altos-very-spacious-2br-apt-plan/7078375381.html,"Very spacious 2BR apt plan! Modern kitchen, LUX wood-style flooring",mountain view,3295.0,2.0
1837,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-and-peaceful-studio/7085094634.html,"Quiet and peaceful studio on fourth floor, Theater District",san francisco,2000.0,1.0
1838,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fifth-floor-studio/7085094592.html,"Fifth-floor studio, remodeled",san francisco,2050.0,1.0
1843,https://sfbay.craigslist.org/eby/apa/d/pittsburg-close-to-schools-playground/7076073945.html,"Close to Schools, Playground, Ceiling Fans",pittsburg/antioch,1650.0,1.0
1844,https://sfbay.craigslist.org/eby/apa/d/dublin-built-in-computer-desks/7080557924.html,"Built-In Computer Desks, Stainless Steel Appliances, Vaulted Ceilings",dublin/pleasanton/livermore,2185.0,1.0
1845,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-4-bed-25-bath/7085093401.html,4 bed 2.5 bath,santa rosa,5500.0,4.0
1846,https://sfbay.craigslist.org/sby/apa/d/san-jose-great-views-1br-loft-high-end/7077056242.html,"Great views! 1BR Loft, High-end Details, Tall Ceiling, Modern kitchen",san jose,2600.0,1.0
1847,https://sfbay.craigslist.org/eby/apa/d/union-city-package-locker-system/7076563104.html,"Package Locker System, Ceiling Fan, View",fremont/union city/newark,2025.0,1.0
1848,https://sfbay.craigslist.org/sby/apa/d/cupertino-downstairs-1-mi-apple-campus/7085092366.html,Downstairs 1 Mi Apple Campus De Anza Friendly Cupertino Schools,sunnyvale,2800.0,2.0
1851,https://sfbay.craigslist.org/eby/apa/d/alameda-open-house-sunday-3-1-modern/7085091775.html,* OPEN HOUSE / SUNDAY 3/1 * Modern Victorian (2)BR (1)BA,oakland/grand,2600.0,2.0
1854,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-home-in-silver-creek/7079366558.html,"Beautiful home in Silver Creek Valley, Bel Aire Estates 5BR",san jose,6250.0,5.0
1856,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-house-today-sunday/7085084039.html,Open house today Sunday 3/1/20. Excellent SF commute location. Roomy.,san francisco,3850.0,3.0
1857,https://sfbay.craigslist.org/sby/apa/d/san-jose-air-conditioning-parking-pool/7078656128.html,"Air Conditioning, Parking, Pool",san jose,2346.0,1.0
1861,https://sfbay.craigslist.org/eby/apa/d/dublin-granite-countertops-stainless/7080561692.html,"Granite Countertops, Stainless Steel Appliances, Vinyl Plank Flooring",dublin/pleasanton/livermore,2295.0,1.0
1862,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-1-bed-1-bath-for/7081037428.html,Charming 1 bed 1 bath for rent,san francisco,2500.0,1.0
1874,https://sfbay.craigslist.org/sby/apa/d/san-jose-highway-access-high-speed/7080629825.html,"Highway Access, High-speed Internet, Patio/ Balcony",san jose,2680.0,2.0
1878,https://sfbay.craigslist.org/eby/apa/d/union-city-view-disposal-refrigerator/7079936566.html,"View, Disposal, Refrigerator",fremont/union city/newark,2145.0,1.0
1880,https://sfbay.craigslist.org/sby/apa/d/santa-clara-santa-clara-1br-1ba-apt/7079812841.html,"Santa Clara 1BR 1BA apt, Ample storage, Sparkling pool, Near shopping",santa clara,2295.0,1.0
1882,https://sfbay.craigslist.org/sby/apa/d/san-jose-japan-town-upstairs-2-bd-1-bath/7085086794.html,JAPAN TOWN UPSTAIRS 2 BD 1 BATH,san jose,2200.0,2.0
1885,https://sfbay.craigslist.org/eby/apa/d/oakland-sunny-3-bedroom-apt-great/7081569817.html,"Sunny, 3 bedroom apt. Great Location",berkeley,3300.0,3.0
