,url,description,neighborhood,price,bedrooms
2752,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-weeks-free-look-lease-by-2/7085001437.html,2 WEEKS FREE! Look & Lease by 2/29! Call La Moraga For Details!,san jose,3129.0,2.0
2754,https://sfbay.craigslist.org/sby/apa/d/san-jose-3-bed-25-bath-condo-townhome/7081923082.html,"3 Bed/ 2,5 Bath Condo Townhome in Heart DowntownSanJose $3595",san jose,3595.0,3.0
2755,https://sfbay.craigslist.org/eby/apa/d/pleasanton-lets-move-you-in/7082460901.html,Let's Move You In!,dublin/pleasanton/livermore,2181.0,1.0
2756,https://sfbay.craigslist.org/sby/apa/d/san-jose-5-state-of-the-art-fitness/7085001018.html,"5 State Of The Art Fitness Centers, Skylight, Vinyl Flooring, Balcony",san jose,2695.0,2.0
2757,https://sfbay.craigslist.org/eby/apa/d/fremont-only-one-bedroom-available-in/7085001003.html,Only One Bedroom Available in Exclusive Community,fremont/union city/newark,2210.0,1.0
2761,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lovely-2-bedroom-pet/7085000600.html,Lovely 2 bedroom Pet friendly Wood Floors Fireplace Quiet Bldg,san francisco,4550.0,2.0
2762,https://sfbay.craigslist.org/sby/apa/d/we-have-the-home-youve-been-searching/7085000491.html,We have the home you've been searching for!Tour this bright 1x1 today!,sunnyvale,2845.0,1.0
2763,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-home-surrounded-by/7085000492.html,2 bedroom home surrounded by trees and sunlight **Weekend sale $2495,san jose,2495.0,2.0
2764,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elegant-full-floor-flat/7085000323.html,"Elegant Full Floor Flat, Panoramic Views, Huge Back Yard w/Greenhouse",san francisco,9000.0,2.0
2766,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-corner-apt-on/7085000164.html,"Charming corner apt on lovely Potrero Hill, Pet Ok, Quiet Sunny",san francisco,3295.0,1.0
2767,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-why-choose-between-quality/7084996835.html,Why choose between quality and convenience? Have both! TOUR TODAY!,sunnyvale,3350.0,2.0
2768,https://sfbay.craigslist.org/sby/apa/d/san-jose-quiet-green-community-2/7085000073.html,A quiet green community – 2 bedrooms on top floor **Weekend sale $2495,san jose,2495.0,2.0
2769,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-private-garden-2-bed-2/7085000038.html,"Private Garden, 2 bed, 2 bath SpaciousQuiet, Pet friendlyCozyFireplace",san francisco,4950.0,2.0
2770,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-weeks-free-app-fees-waived/7084999876.html,2 WEEKS FREE! App Fees Waived! $199 Deposit (OAC)! Call & Tour Today!,san jose,2250.0,1.0
2771,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bed-1-bath-partial-bay/7079209316.html,1 bed / 1 bath Partial Bay Bridge View - 1 month free!,soma/south beach,3995.0,1.0
2772,https://sfbay.craigslist.org/eby/apa/d/fremont-new-hardwood-floors/7084991498.html,New Hardwood Floors! Renovated!Available Now,fremont/union city/newark,3031.0,2.0
2774,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-private-entry-patio-balcony/7084986264.html,"Private Entry, Patio/Balcony, Ceiling Fan, Business Center, Hot Tub",sunnyvale,3860.0,2.0
2775,https://sfbay.craigslist.org/sby/apa/d/mountain-view-studio-with-courtyard/7084999608.html,"Studio with courtyard view, downtown, shops, transportation, dining",mountain view,3470.0,1.0
2777,https://sfbay.craigslist.org/eby/apa/d/dublin-new-reduced-price-apply-online/7083745060.html,NEW REDUCED PRICE!! APPLY ONLINE TODAY!! OR CALL FOR MORE INFO!!,dublin/pleasanton/livermore,2235.0,1.0
2781,https://sfbay.craigslist.org/sby/apa/d/san-jose-rent-before-its-too-late-1x1/7084995231.html,Rent Before It's Too Late! 1x1 Available Now! Low Price!,san jose,2252.0,1.0
2782,https://sfbay.craigslist.org/eby/apa/d/oakland-fully-furnished-studio-ask/7084999229.html,Fully Furnished Studio! Ask About Our Move In Specials!,oakland/grand,2631.0,1.0
2784,https://sfbay.craigslist.org/sby/apa/d/san-jose-its-leap-year-good-luck-2x2/7084994237.html,Its Leap Year! GOOD LUCK ! 2x2 Two Months Free + $2k off!,san jose,4095.0,2.0
2786,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-weeks-free-look-lease-by-2/7084998862.html,2 WEEKS FREE! Look & Lease by 2/29! Call La Moraga For Details!,san jose,2900.0,2.0
2787,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-2-bed-2-bath-2-months/7084991352.html,Spacious 2 Bed 2 Bath! 2 Months Free!,san jose,3664.0,2.0
2789,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-1-bath/7084995757.html,1 Bedroom 1 Bath available now at the Fillmore Center,san francisco,3478.0,1.0
2793,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-super-spacious-patio-space-on/7084993569.html,Super Spacious patio space on this 1x1! Apply today move in tomorrow!,sunnyvale,2749.0,1.0
2795,https://sfbay.craigslist.org/eby/apa/d/pleasanton-centrally-located-near/7084998332.html,Centrally Located Near Historic Downtown Pleasanton,dublin/pleasanton/livermore,2851.0,2.0
2800,https://sfbay.craigslist.org/sby/apa/d/san-jose-surpassing-expectations-is/7075346772.html,"***Surpassing Expectations Is What We Do, Come See How!!!!",san jose,2195.0,1.0
2801,https://sfbay.craigslist.org/eby/apa/d/pleasanton-luxury-2br-2ba-apartment-in/7084998152.html,LUXURY 2BR/2BA APARTMENT IN LIVERMORE,dublin/pleasanton/livermore,2619.0,2.0
2806,https://sfbay.craigslist.org/sby/apa/d/san-jose-remolded-one-bedroom-for-rent/7084997902.html,Remolded One Bedroom for Rent,san jose,1870.0,1.0
2807,https://sfbay.craigslist.org/eby/apa/d/antioch-312-beauty-passion-breath/7084986301.html,"#312 Beauty, Passion, Breath Taking Apartments.",pittsburg/antioch,1935.0,1.0
2812,https://sfbay.craigslist.org/eby/apa/d/fremont-available-now-1-bedroom/7084997286.html,Available Now! 1 Bedroom! Courtyard View!  Walk to Bart,fremont/union city/newark,2589.0,1.0
2813,https://sfbay.craigslist.org/sby/apa/d/san-jose-let-branham-house-be-of/7067876378.html,Let Branham House Be Of Service To You!!!,san jose,2195.0,1.0
2814,https://sfbay.craigslist.org/sby/apa/d/mountain-view-beautiful-spacious-new/7084986230.html,Beautiful & Spacious NEW Town Home in the Heart of Down Town,mountain view,4975.0,2.0
2815,https://sfbay.craigslist.org/sby/apa/d/great-complex-close-to-santana-row-fwy/7084997004.html,"Great Complex, Close to Santana row, FWY 280 and 17/880. Must See!",san jose,2595.0,2.0
2816,https://sfbay.craigslist.org/eby/apa/d/berkeley-pet-friendly-bright-1-bedroom/7084968906.html,"Pet-friendly, Bright! 1 Bedroom Berkeley Apartment!",berkeley,2825.0,1.0
2817,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-executive-1-bedroom/7084996898.html,"$2,650 - Beautiful Executive 1 Bedroom Condo with tandem 2-car Garage",san jose,2650.0,1.0
2818,https://sfbay.craigslist.org/sby/apa/d/come-and-enjoy-our-beautiful-apt-homes/7084996809.html,Come And Enjoy Our Beautiful Apt. Homes!!,san jose,2650.0,2.0
2819,https://sfbay.craigslist.org/pen/apa/d/mountain-view-natural-lightingopen/7084996746.html,"Natural lighting,open floor plan, 1x1!",mountain view,3351.0,1.0
2821,https://sfbay.craigslist.org/eby/apa/d/fremont-open-floor-plan-with-private/7084996641.html,OPEN FLOOR PLAN WITH A PRIVATE PATIO & GYM,fremont/union city/newark,2615.0,2.0
2822,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-free-parking-for-one-year/7084996609.html,FREE PARKING FOR ONE YEAR!,san francisco,3690.0,2.0
2823,https://sfbay.craigslist.org/sby/apa/d/san-jose-1br-1ba-apt-with-tall-ceiling/7079865899.html,"1BR 1BA apt with Tall ceiling, Wow vanity! W/D inside, Modern kitchen",san jose,2599.0,1.0
2824,https://sfbay.craigslist.org/sby/apa/d/san-jose-get-cozy-in-your-new-home-1st/7084996492.html,Get Cozy in Your New Home! 1st Month FREE RENT!,san jose,2150.0,1.0
2825,https://sfbay.craigslist.org/sby/apa/d/santa-clara-its-deal-its-steal-tour/7084996478.html,"Its a deal, Its a steal!! Tour Today!!!",santa clara,2859.0,2.0
2826,https://sfbay.craigslist.org/sby/apa/d/santa-clara-hardwood-style-floors-now/7084992268.html,"Hardwood Style Floors, Now Available, Gourmet Kitchen",san jose,3585.0,2.0
2830,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-fully-renovated-in-unit/7084996120.html,"Fully Renovated, In-Unit Washer/Dryer, Pool-Side Community BBQ",santa rosa,3125.0,3.0
2831,https://sfbay.craigslist.org/eby/apa/d/dublin-floor-to-ceiling-windows-state/7084996103.html,"Floor to Ceiling Windows, State of the Art Fitness Studio, BBQ Grills",dublin/pleasanton/livermore,2930.0,2.0
2832,https://sfbay.craigslist.org/sby/apa/d/santa-clara-window-coverings-covered/7084996013.html,"Window Coverings, Covered Parking, Air Conditioner",sunnyvale,3325.0,2.0
2833,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-south-bay-easy-commute-2/7084995915.html,South Bay Easy Commute 2-Bedroom in Countryside $2150 Fenced In Uvas,san jose,2150.0,2.0
2835,https://sfbay.craigslist.org/eby/apa/d/dublin-bbq-grills-assigned-underground/7084995729.html,"BBQ Grills, Assigned, Underground Parking, Stainless Steel Appliances",dublin/pleasanton/livermore,2285.0,1.0
2836,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-fully-renovated-washer-dryer/7084995690.html,"Fully Renovated, Washer/Dryer, Soothing Spa",santa rosa,2470.0,2.0
2838,https://sfbay.craigslist.org/sby/apa/d/san-jose-1-month-free-look-lease-by/7084995615.html,1 MONTH FREE! Look & Lease by 2/29! $199 Deposit (OAC)!,san jose,3877.0,3.0
2839,https://sfbay.craigslist.org/sby/apa/d/mountain-view-live-in-luxury-new-town/7084987078.html,Live in Luxury! New Town Home available in Downtown Mountain View,mountain view,4975.0,2.0
2840,https://sfbay.craigslist.org/sfc/apa/d/wonderful-location-on-pacific-ave-baker/7081904957.html,"*Wonderful Location on Pacific Ave @ Baker St*Near Presidio, Transit..",san francisco,4995.0,1.0
2841,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-up-to-4-weeks-free-2/7070281503.html,Up to 4 weeks free! - 2 Bedroom Dogpatch Apt w/Amenities,san francisco,5354.0,2.0
2843,https://sfbay.craigslist.org/eby/apa/d/fremont-3beds-2baths-remodeled-single/7084994677.html,3beds & 2baths remodeled single family in nice neighborhood,fremont/union city/newark,2900.0,3.0
2845,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-3x2-immediate-availability/7084995245.html,3x2 Immediate Availability!,santa rosa,2850.0,3.0
2847,https://sfbay.craigslist.org/sby/apa/d/mountain-view-mountain-view-priced/7082464461.html,Mountain View- Priced Decreased by $100🤑  Today! Take Advantage Now!,mountain view,3400.0,2.0
2848,https://sfbay.craigslist.org/sby/apa/d/san-jose-br-813ft-spacious-1-bed-1-bath/7084995088.html,$2635 / 1br - 813ft - Spacious 1 Bed 1 Bath w/ Balcony #550,san jose,2635.0,1.0
2850,https://sfbay.craigslist.org/sby/apa/d/san-jose-renovated-unit-great-view/7084983083.html,Renovated Unit W/ Great View! Available Today!,san jose,2995.0,2.0
2854,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-first-floor-2x2-perfect-for/7084994866.html,First Floor 2x2! Perfect for roommates!,sunnyvale,3560.0,2.0
2855,https://sfbay.craigslist.org/eby/apa/d/dublin-granite-countertops-sunken-tubs/7084994831.html,"Granite Countertops, Sunken Tubs, Assigned, Underground Parking",dublin/pleasanton/livermore,2255.0,1.0
2856,https://sfbay.craigslist.org/eby/apa/d/fremont-quiet-mission-san-jose-3-bed-2/7084994790.html,Quiet Mission San Jose 3 bed/2 bath home 42650 Sully St.,fremont/union city/newark,3400.0,3.0
2858,https://sfbay.craigslist.org/eby/apa/d/milpitas-fully-furnished-1bdr-in-law/7084994228.html,Fully-furnished 1BDR in-law unit for rent near Dixon Road in Milpitas,fremont/union city/newark,1550.0,1.0
2859,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-smart-homeupdated/7084994086.html,Smart Home+Updated Amenities+24 HR Gym+Pet Friendly!,santa rosa,2350.0,2.0
2860,https://sfbay.craigslist.org/sby/apa/d/san-jose-let-us-show-you-the-many/7083482095.html,!!Let Us Show You The Many Reasons To Rent With Us!!!,san jose,2425.0,2.0
2862,https://sfbay.craigslist.org/eby/apa/d/dublin-parcel-lockers-unparalleled/7084994065.html,"Parcel Lockers, Unparalleled Vista Views, Vinyl Plank Flooring",dublin/pleasanton/livermore,2290.0,1.0
2863,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-lovely-and-spacious-2b1b-with/7084994066.html,Lovely and spacious 2b1b With amazing Kitchen!,sunnyvale,3589.0,2.0
2864,https://sfbay.craigslist.org/eby/apa/d/fremont-beautiful-ground-floor-1br-with/7084984181.html,BEAUTIFUL GROUND FLOOR 1BR WITH GREAT UPGRADES! VIEW THIS HOME TODAY!,fremont/union city/newark,2225.0,1.0
2865,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-near-where-you-work/7082466961.html,"Live Near Where you  Work, Downtown Living,  Apt 308 at AVA 55 9th",soma/south beach,3306.0,1.0
2868,https://sfbay.craigslist.org/eby/apa/d/dublin-state-of-the-art-fitness-studio/7084993717.html,"State of the Art Fitness Studio, Vinyl Plank Flooring, Wi-Fi Lounge",dublin/pleasanton/livermore,2230.0,1.0
2872,https://sfbay.craigslist.org/sby/apa/d/san-jose-renovated-unit-available-great/7084980744.html,Renovated Unit Available! Great View! Call Now!,san jose,3593.0,3.0
2873,https://sfbay.craigslist.org/sby/apa/d/mountain-view-barbecue-pet-friendly/7084993503.html,"Barbecue, Pet Friendly, Public Transportation",mountain view,2565.0,1.0
2874,https://sfbay.craigslist.org/eby/apa/d/oakland-looking-for-convenience-well/7084989277.html,"Looking For Convenience? Well, Look No Further!",oakland/grand,3629.0,2.0
2875,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2bd-2ba-furnished-loft-in/7069176179.html,2BD/2BA FURNISHED Loft in South Beach (Starting Feb 2020),soma/south beach,5850.0,2.0
2879,https://sfbay.craigslist.org/sby/apa/d/san-jose-location-community-quality/7079113493.html,"Location, Community, Quality Living.  It All Starts Right Here!!",san jose,2495.0,2.0
2881,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-cozy-spacious-studio/7084993130.html,"Cozy & Spacious studio apartment home, Avail.  NOW !!!!",sunnyvale,2492.0,1.0
2882,https://sfbay.craigslist.org/nby/apa/d/santa-rosa-quiet-private-apartment-in/7084984365.html,"Quiet, Private Apartment in Excellent Location- Steps to SRJC!",santa rosa,1750.0,1.0
2884,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-great-value/7083736875.html,"Remodeled, Great Value, Open Kit/LR, W/D, Patio, Yard, Prkg!",san francisco,2250.0,1.0
2891,https://sfbay.craigslist.org/eby/apa/d/antioch-311-when-minutes-matter-live/7084986334.html,"#311 When Minutes Matter, Live Where You Work and Play.",pittsburg/antioch,2260.0,2.0
2893,https://sfbay.craigslist.org/eby/apa/d/antioch-321-love-where-you-live/7084986232.html,#321 Love Where You Live.,pittsburg/antioch,2245.0,2.0
2899,https://sfbay.craigslist.org/sby/apa/d/san-jose-everything-youre-looking-for/7084988787.html,**Everything You're Looking For In A New Home Plus More!!!!,san jose,2595.0,2.0
2900,https://sfbay.craigslist.org/sby/apa/d/santa-clara-steps-from-calming-nature/7084992160.html,"STEPS FROM CALMING NATURE, YET MINUTES FROM DOWNTOWN!",sunnyvale,2895.0,2.0
2903,https://sfbay.craigslist.org/eby/apa/d/antioch-single-family-home/7084992017.html,Single family home,pittsburg/antioch,2250.0,2.0
2907,https://sfbay.craigslist.org/eby/apa/d/berkeley-solid-surface-counter-tops/7084991754.html,"Solid surface counter tops, Wood style flooring, Walk-in closets",berkeley,3225.0,1.0
2909,https://sfbay.craigslist.org/sby/apa/d/santa-clara-remodeled-1-br-water-front/7079706650.html,Remodeled 1-br | Water Front Views | Perfect Location!,sunnyvale,2425.0,1.0
2913,https://sfbay.craigslist.org/sby/apa/d/san-jose-this-2x2-home-has-stainless/7084991337.html,This 2x2 Home Has a Stainless Steel Appliance Set,san jose,2715.0,2.0
2914,https://sfbay.craigslist.org/sby/apa/d/santa-clara-live-with-lakefront-views/7079814789.html,"Live with lakefront views, decks and ducks! One Bedroom - Tour Today!",sunnyvale,2350.0,1.0
2917,https://sfbay.craigslist.org/sby/apa/d/palo-alto-contemporary-solid-wood/7081052275.html,"Contemporary Solid Wood Cabinetry, Designer Quartz Countertops",mountain view,6940.0,2.0
2918,https://sfbay.craigslist.org/sby/apa/d/san-jose-2b2b-spacious-apartment-for/7084990932.html,2b2b spacious apartment for rent $3000,san jose,3000.0,2.0
2921,https://sfbay.craigslist.org/eby/apa/d/antioch-121-everything-you-need-all/7084986401.html,# 121 Everything You Need! All Right Here!!,pittsburg/antioch,1950.0,1.0
2922,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-knock-on-wood-real-update/7084987260.html,Knock on Wood Real Update. Retro Kitchen 2.0. 12 RAUSCH #17. RentingSF,soma/south beach,2495.0,1.0
2924,https://sfbay.craigslist.org/sby/apa/d/san-jose-comfortable-and-spacious-unit/7079094932.html,Comfortable and Spacious Unit In A Gorgeous Garden Setting!,san jose,2895.0,3.0
2925,https://sfbay.craigslist.org/sby/apa/d/san-jose-leasing-now-quartz-countertops/7084987869.html,"Leasing Now, Quartz Countertops, Fitness Center",san jose,3375.0,2.0
2926,https://sfbay.craigslist.org/eby/apa/d/fremont-2-bedroom-apartment-home/7084982510.html,2 Bedroom Apartment Home Available March 3rd!!!,fremont/union city/newark,2589.0,2.0
2929,https://sfbay.craigslist.org/eby/apa/d/berkeley-aug-1st-college-ave-in/7081740032.html,"Aug 1st, College Ave In Beautiful Elmwood Area! Will Go Fast!",berkeley,3095.0,2.0
2930,https://sfbay.craigslist.org/sby/apa/d/santa-clara-open-and-airy-apartment/7084990447.html,OPEN AND AIRY APARTMENT HOMES ON QUIET TREE-LINED STREET,sunnyvale,2399.0,1.0
2932,https://sfbay.craigslist.org/eby/apa/d/fairfield-beautiful-1-bedroom-in-luxury/7084976015.html,Beautiful 1 Bedroom in Luxury Community - Verdant at Green Valley,fairfield/vacaville,2150.0,1.0
2941,https://sfbay.craigslist.org/sby/apa/d/mountain-view-high-speed-internet-on/7081859398.html,"High-speed Internet, On-site Laundry, Package Acceptance",mountain view,2555.0,1.0
2943,https://sfbay.craigslist.org/eby/apa/d/special-2-bedroom/7084989492.html,SPECIAL! 2 BEDROOM!! !!!,dublin/pleasanton/livermore,2385.0,2.0
2947,https://sfbay.craigslist.org/pen/apa/d/mountain-view-close-to-downtown/7084989326.html,Close to Downtown Mountain View!,mountain view,3301.0,2.0
2948,https://sfbay.craigslist.org/pen/apa/d/mountain-view-500-off-security-deposit/7084982769.html,$500 Off Security Deposit! On 1 Bed 1 Bath Apartments!,mountain view,3110.0,1.0
2949,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-state-of-the-union/7083512794.html,State of the Union Address at 1395 UNION #3. WD. DW. Coveted Corner.,san francisco,4995.0,2.0
2951,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-state-of-the-union/7083524705.html,State of the Union Address: 1395 Union #8. OMG GG Views WD. DW. $0 Dep,san francisco,5295.0,2.0
2956,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-unit-gorgeous-view/7084975996.html,Beautiful Unit W/ Gorgeous View! Available Today!,san jose,2440.0,1.0
2962,https://sfbay.craigslist.org/eby/apa/d/antioch-314-at-last-this-is-what-youve/7084986270.html,"#314 At Last, This Is What You've Been Searching For.",pittsburg/antioch,1910.0,1.0
2963,https://sfbay.craigslist.org/sby/apa/d/san-jose-renovated-unit-available-today/7084978334.html,Renovated Unit Available Today! Call Now!,san jose,2930.0,2.0
2974,https://sfbay.craigslist.org/sby/apa/d/mountain-view-parking-pool-lounge/7084988382.html,"Parking, Pool, Lounge",mountain view,2530.0,1.0
2975,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-from-russian-hill-with/7083640763.html,From Russian Hill with Love: Top FL + FDR. Views. Pkg. 1097 Green #12.,san francisco,5495.0,1.0
